acc_L	ncc_id	match_tier	score	acc_match_key	ncc_match_key	provenance
11567	10_91_b_1410	A	1.0	narayana	narayana	auto
11567	10_91_b_1411	A	1.0	narayana	narayana	auto
11567	10_92_a_1412	A	1.0	narayana	narayana	auto
11567	10_92_a_1413	A	1.0	narayana	narayana	auto
11567	10_92_a_1414	A	1.0	narayana	narayana	auto
11567	10_92_a_1415	A	1.0	narayana	narayana	auto
11567	10_92_a_1416	A	1.0	narayana	narayana	auto
11567	10_92_a_1418	A	1.0	narayana	narayana	auto
11567	10_92_a_1419	A	1.0	narayana	narayana	auto
11567	10_92_a_1420	A	1.0	narayana	narayana	auto
11567	10_92_b_1421	A	1.0	narayana	narayana	auto
11567	10_92_b_1422	A	1.0	narayana	narayana	auto
11567	10_92_b_1423	A	1.0	narayana	narayana	auto
11567	10_92_b_1424	A	1.0	narayana	narayana	auto
11567	10_92_b_1425	A	1.0	narayana	narayana	auto
11567	10_92_b_1426	A	1.0	narayana	narayana	auto
11567	10_92_b_1427	A	1.0	narayana	narayana	auto
11567	10_92_b_1428	A	1.0	narayana	narayana	auto
11567	10_92_b_1429	A	1.0	narayana	narayana	auto
11567	10_92_b_1430	A	1.0	narayana	narayana	auto
11567	10_92_b_1431	A	1.0	narayana	narayana	auto
11567	10_93_a_1432	A	1.0	narayana	narayana	auto
11567	10_93_a_1433	A	1.0	narayana	narayana	auto
11567	10_93_a_1434	A	1.0	narayana	narayana	auto
11567	10_93_a_1435	A	1.0	narayana	narayana	auto
11567	10_93_a_1436	A	1.0	narayana	narayana	auto
11567	10_93_a_1437	A	1.0	narayana	narayana	auto
11567	10_93_a_1438	A	1.0	narayana	narayana	auto
11567	10_93_a_1439	A	1.0	narayana	narayana	auto
11567	10_93_a_1440	A	1.0	narayana	narayana	auto
11567	10_93_a_1441	A	1.0	narayana	narayana	auto
11567	10_93_a_1442	A	1.0	narayana	narayana	auto
11567	10_93_a_1443	A	1.0	narayana	narayana	auto
11567	10_93_a_1444	A	1.0	narayana	narayana	auto
11567	10_93_b_1445	A	1.0	narayana	narayana	auto
11567	10_93_b_1446	A	1.0	narayana	narayana	auto
11567	10_93_b_1447	A	1.0	narayana	narayana	auto
11567	10_93_b_1448	A	1.0	narayana	narayana	auto
11567	10_93_b_1449	A	1.0	narayana	narayana	auto
11567	10_93_b_1450	A	1.0	narayana	narayana	auto
11567	10_93_b_1451	A	1.0	narayana	narayana	auto
11567	10_93_b_1452	A	1.0	narayana	narayana	auto
11567	10_93_b_1453	A	1.0	narayana	narayana	auto
11567	10_93_b_1454	A	1.0	narayana	narayana	auto
11567	10_93_b_1455	A	1.0	narayana	narayana	auto
11567	10_93_b_1456	A	1.0	narayana	narayana	auto
11567	10_94_a_1457	A	1.0	narayana	narayana	auto
11567	10_94_a_1458	A	1.0	narayana	narayana	auto
11567	10_94_a_1459	A	1.0	narayana	narayana	auto
11567	10_94_a_1460	A	1.0	narayana	narayana	auto
11567	10_94_a_1461	A	1.0	narayana	narayana	auto
11567	10_94_a_1462	A	1.0	narayana	narayana	auto
11567	10_94_a_1463	A	1.0	narayana	narayana	auto
11567	10_94_a_1464	A	1.0	narayana	narayana	auto
11567	10_94_a_1465	A	1.0	narayana	narayana	auto
11567	10_94_b_1466	A	1.0	narayana	narayana	auto
11567	10_94_b_1467	A	1.0	narayana	narayana	auto
11567	10_94_b_1468	A	1.0	narayana	narayana	auto
11567	10_94_b_1469	A	1.0	narayana	narayana	auto
11567	10_94_b_1470	A	1.0	narayana	narayana	auto
11567	10_94_b_1471	A	1.0	narayana	narayana	auto
11567	10_94_b_1472	A	1.0	narayana	narayana	auto
11567	10_95_a_1473	A	1.0	narayana	narayana	auto
11567	10_95_a_1474	A	1.0	narayana	narayana	auto
11567	10_95_a_1475	A	1.0	narayana	narayana	auto
11567	10_95_a_1476	A	1.0	narayana	narayana	auto
11567	10_95_a_1477	A	1.0	narayana	narayana	auto
11567	10_95_a_1478	A	1.0	narayana	narayana	auto
11567	10_95_a_1479	A	1.0	narayana	narayana	auto
11567	10_95_a_1480	A	1.0	narayana	narayana	auto
11567	10_95_a_1481	A	1.0	narayana	narayana	auto
11567	10_95_a_1482	A	1.0	narayana	narayana	auto
11567	10_95_a_1483	A	1.0	narayana	narayana	auto
11567	10_95_a_1484	A	1.0	narayana	narayana	auto
11567	10_95_a_1485	A	1.0	narayana	narayana	auto
11567	10_95_b_1486	A	1.0	narayana	narayana	auto
11567	10_95_b_1487	A	1.0	narayana	narayana	auto
11567	10_95_b_1488	A	1.0	narayana	narayana	auto
11567	10_95_b_1489	A	1.0	narayana	narayana	auto
11571	10_62_a_971	A	1.0	narayana	narayana	auto
11571	10_62_a_972	A	1.0	narayana	narayana	auto
11571	10_62_a_973	A	1.0	narayana	narayana	auto
11571	10_62_a_974	A	1.0	narayana	narayana	auto
11571	10_62_a_975	A	1.0	narayana	narayana	auto
11571	10_62_a_976	A	1.0	narayana	narayana	auto
11571	10_62_a_977	A	1.0	narayana	narayana	auto
11571	10_62_a_978	A	1.0	narayana	narayana	auto
11571	10_62_b_979	A	1.0	narayana	narayana	auto
11571	10_62_b_980	A	1.0	narayana	narayana	auto
11571	10_62_b_981	A	1.0	narayana	narayana	auto
11571	10_62_b_982	A	1.0	narayana	narayana	auto
11571	10_62_b_983	A	1.0	narayana	narayana	auto
11571	10_62_b_984	A	1.0	narayana	narayana	auto
11571	10_62_b_985	A	1.0	narayana	narayana	auto
11571	10_62_b_986	A	1.0	narayana	narayana	auto
11571	10_62_b_987	A	1.0	narayana	narayana	auto
11571	10_62_b_988	A	1.0	narayana	narayana	auto
11571	10_63_a_989	A	1.0	narayana	narayana	auto
11571	10_63_a_990	A	1.0	narayana	narayana	auto
11571	10_63_a_991	A	1.0	narayana	narayana	auto
11571	10_63_a_992	A	1.0	narayana	narayana	auto
11571	10_63_a_993	A	1.0	narayana	narayana	auto
11571	10_63_a_994	A	1.0	narayana	narayana	auto
11571	10_63_a_995	A	1.0	narayana	narayana	auto
11571	10_63_a_996	A	1.0	narayana	narayana	auto
11571	10_63_a_997	A	1.0	narayana	narayana	auto
11571	10_63_a_998	A	1.0	narayana	narayana	auto
11571	10_63_b_999	A	1.0	narayana	narayana	auto
11571	10_63_b_1000	A	1.0	narayana	narayana	auto
11571	10_63_b_1001	A	1.0	narayana	narayana	auto
11571	10_63_b_1002	A	1.0	narayana	narayana	auto
11571	10_63_b_1003	A	1.0	narayana	narayana	auto
11571	10_63_b_1004	A	1.0	narayana	narayana	auto
11571	10_63_b_1005	A	1.0	narayana	narayana	auto
11571	10_63_b_1006	A	1.0	narayana	narayana	auto
11571	10_63_b_1007	A	1.0	narayana	narayana	auto
11571	10_63_b_1008	A	1.0	narayana	narayana	auto
11571	10_63_b_1009	A	1.0	narayana	narayana	auto
11571	10_64_a_1011	A	1.0	narayana	narayana	auto
11571	10_64_a_1012	A	1.0	narayana	narayana	auto
11571	10_64_a_1013	A	1.0	narayana	narayana	auto
11571	10_64_a_1014	A	1.0	narayana	narayana	auto
11571	10_64_a_1015	A	1.0	narayana	narayana	auto
11571	10_64_a_1016	A	1.0	narayana	narayana	auto
11571	10_64_a_1017	A	1.0	narayana	narayana	auto
11571	10_64_a_1018	A	1.0	narayana	narayana	auto
11571	10_64_a_1019	A	1.0	narayana	narayana	auto
11571	10_64_a_1020	A	1.0	narayana	narayana	auto
11571	10_64_a_1021	A	1.0	narayana	narayana	auto
11571	10_64_b_1022	A	1.0	narayana	narayana	auto
11571	10_64_b_1023	A	1.0	narayana	narayana	auto
11571	10_64_b_1025	A	1.0	narayana	narayana	auto
11571	10_64_b_1026	A	1.0	narayana	narayana	auto
11571	10_64_b_1027	A	1.0	narayana	narayana	auto
11571	10_64_b_1028	A	1.0	narayana	narayana	auto
11571	10_64_b_1029	A	1.0	narayana	narayana	auto
11571	10_64_b_1030	A	1.0	narayana	narayana	auto
11571	10_64_b_1031	A	1.0	narayana	narayana	auto
11571	10_65_a_1033	A	1.0	narayana	narayana	auto
11571	10_65_a_1034	A	1.0	narayana	narayana	auto
11571	10_65_a_1035	A	1.0	narayana	narayana	auto
11571	10_65_a_1036	A	1.0	narayana	narayana	auto
11571	10_65_a_1038	A	1.0	narayana	narayana	auto
11571	10_65_a_1039	A	1.0	narayana	narayana	auto
11571	10_65_a_1040	A	1.0	narayana	narayana	auto
11571	10_65_a_1042	A	1.0	narayana	narayana	auto
11571	10_65_a_1043	A	1.0	narayana	narayana	auto
11571	10_65_b_1045	A	1.0	narayana	narayana	auto
11571	10_65_b_1047	A	1.0	narayana	narayana	auto
11571	10_65_b_1048	A	1.0	narayana	narayana	auto
11571	10_65_b_1049	A	1.0	narayana	narayana	auto
11571	10_65_b_1050	A	1.0	narayana	narayana	auto
11571	10_65_b_1051	A	1.0	narayana	narayana	auto
11571	10_65_b_1052	A	1.0	narayana	narayana	auto
11571	10_65_b_1053	A	1.0	narayana	narayana	auto
11571	10_65_b_1054	A	1.0	narayana	narayana	auto
11571	10_66_a_1055	A	1.0	narayana	narayana	auto
11571	10_66_a_1056	A	1.0	narayana	narayana	auto
11571	10_66_a_1057	A	1.0	narayana	narayana	auto
11571	10_66_a_1058	A	1.0	narayana	narayana	auto
11571	10_66_a_1059	A	1.0	narayana	narayana	auto
11571	10_66_a_1060	A	1.0	narayana	narayana	auto
11571	10_66_a_1061	A	1.0	narayana	narayana	auto
11571	10_66_a_1062	A	1.0	narayana	narayana	auto
11571	10_66_a_1063	A	1.0	narayana	narayana	auto
11571	10_66_a_1064	A	1.0	narayana	narayana	auto
11571	10_66_b_1065	A	1.0	narayana	narayana	auto
11571	10_66_b_1066	A	1.0	narayana	narayana	auto
11571	10_66_b_1067	A	1.0	narayana	narayana	auto
11571	10_66_b_1068	A	1.0	narayana	narayana	auto
11571	10_66_b_1069	A	1.0	narayana	narayana	auto
11571	10_66_b_1070	A	1.0	narayana	narayana	auto
11571	10_66_b_1071	A	1.0	narayana	narayana	auto
11571	10_66_b_1072	A	1.0	narayana	narayana	auto
11571	10_66_b_1073	A	1.0	narayana	narayana	auto
11571	10_66_b_1074	A	1.0	narayana	narayana	auto
11571	10_67_a_1075	A	1.0	narayana	narayana	auto
11571	10_67_a_1076	A	1.0	narayana	narayana	auto
11571	10_67_a_1077	A	1.0	narayana	narayana	auto
11571	10_67_a_1078	A	1.0	narayana	narayana	auto
11571	10_67_a_1079	A	1.0	narayana	narayana	auto
11571	10_67_a_1080	A	1.0	narayana	narayana	auto
11571	10_67_a_1081	A	1.0	narayana	narayana	auto
11571	10_67_a_1082	A	1.0	narayana	narayana	auto
11571	10_67_a_1083	A	1.0	narayana	narayana	auto
11571	10_67_a_1084	A	1.0	narayana	narayana	auto
11571	10_67_a_1085	A	1.0	narayana	narayana	auto
11571	10_67_a_1086	A	1.0	narayana	narayana	auto
11571	10_67_b_1087	A	1.0	narayana	narayana	auto
11571	10_67_b_1088	A	1.0	narayana	narayana	auto
11571	10_67_b_1089	A	1.0	narayana	narayana	auto
11571	10_67_b_1090	A	1.0	narayana	narayana	auto
11571	10_67_b_1091	A	1.0	narayana	narayana	auto
11571	10_67_b_1092	A	1.0	narayana	narayana	auto
11571	10_67_b_1093	A	1.0	narayana	narayana	auto
11571	10_67_b_1094	A	1.0	narayana	narayana	auto
11571	10_67_b_1095	A	1.0	narayana	narayana	auto
11571	10_67_b_1096	A	1.0	narayana	narayana	auto
11571	10_67_b_1097	A	1.0	narayana	narayana	auto
11571	10_67_b_1098	A	1.0	narayana	narayana	auto
11571	10_68_a_1099	A	1.0	narayana	narayana	auto
11571	10_68_a_1100	A	1.0	narayana	narayana	auto
11571	10_68_a_1101	A	1.0	narayana	narayana	auto
11571	10_68_a_1102	A	1.0	narayana	narayana	auto
11571	10_68_a_1103	A	1.0	narayana	narayana	auto
11571	10_68_a_1104	A	1.0	narayana	narayana	auto
11571	10_68_a_1105	A	1.0	narayana	narayana	auto
11571	10_68_a_1106	A	1.0	narayana	narayana	auto
11571	10_68_a_1107	A	1.0	narayana	narayana	auto
11571	10_68_a_1108	A	1.0	narayana	narayana	auto
11571	10_68_a_1109	A	1.0	narayana	narayana	auto
11571	10_68_a_1110	A	1.0	narayana	narayana	auto
11571	10_68_a_1111	A	1.0	narayana	narayana	auto
11571	10_68_a_1112	A	1.0	narayana	narayana	auto
11571	10_68_b_1113	A	1.0	narayana	narayana	auto
11571	10_68_b_1115	A	1.0	narayana	narayana	auto
11571	10_68_b_1116	A	1.0	narayana	narayana	auto
11571	10_69_a_1117	A	1.0	narayana	narayana	auto
11571	10_69_a_1118	A	1.0	narayana	narayana	auto
11571	10_69_a_1119	A	1.0	narayana	narayana	auto
11571	10_69_a_1120	A	1.0	narayana	narayana	auto
11571	10_69_a_1121	A	1.0	narayana	narayana	auto
11571	10_69_b_1123	A	1.0	narayana	narayana	auto
11571	10_69_b_1124	A	1.0	narayana	narayana	auto
11571	10_69_b_1125	A	1.0	narayana	narayana	auto
11571	10_71_a_1126	A	1.0	narayana	narayana	auto
11571	10_71_a_1127	A	1.0	narayana	narayana	auto
11571	10_71_a_1128	A	1.0	narayana	narayana	auto
11571	10_71_a_1129	A	1.0	narayana	narayana	auto
11571	10_71_a_1130	A	1.0	narayana	narayana	auto
11571	10_71_a_1131	A	1.0	narayana	narayana	auto
11571	10_72_b_1133	A	1.0	narayana	narayana	auto
11571	10_72_b_1134	A	1.0	narayana	narayana	auto
11571	10_72_b_1135	A	1.0	narayana	narayana	auto
11571	10_74_b_1139	A	1.0	narayana	narayana	auto
11571	10_75_a_1145	A	1.0	narayana	narayana	auto
11571	10_75_a_1146	A	1.0	narayana	narayana	auto
11571	10_75_b_1147	A	1.0	narayana	narayana	auto
11571	10_75_b_1148	A	1.0	narayana	narayana	auto
11571	10_75_b_1149	A	1.0	narayana	narayana	auto
11571	10_75_b_1150	A	1.0	narayana	narayana	auto
11571	10_75_b_1151	A	1.0	narayana	narayana	auto
11571	10_76_a_1152	A	1.0	narayana	narayana	auto
11571	10_76_b_1153	A	1.0	narayana	narayana	auto
11571	10_76_b_1156	A	1.0	narayana	narayana	auto
11571	10_76_b_1157	A	1.0	narayana	narayana	auto
11571	10_76_b_1158	A	1.0	narayana	narayana	auto
11571	10_76_b_1159	A	1.0	narayana	narayana	auto
11571	10_76_b_1160	A	1.0	narayana	narayana	auto
11571	10_77_a_1161	A	1.0	narayana	narayana	auto
11571	10_77_a_1162	A	1.0	narayana	narayana	auto
11571	10_77_a_1164	A	1.0	narayana	narayana	auto
11571	10_77_a_1165	A	1.0	narayana	narayana	auto
11571	10_77_b_1166	A	1.0	narayana	narayana	auto
11571	10_77_b_1167	A	1.0	narayana	narayana	auto
11571	10_77_b_1168	A	1.0	narayana	narayana	auto
11571	10_77_b_1169	A	1.0	narayana	narayana	auto
11571	10_77_b_1170	A	1.0	narayana	narayana	auto
11571	10_77_b_1171	A	1.0	narayana	narayana	auto
11571	10_77_b_1172	A	1.0	narayana	narayana	auto
11571	10_78_a_1174	A	1.0	narayana	narayana	auto
11571	10_78_a_1175	A	1.0	narayana	narayana	auto
11571	10_78_a_1176	A	1.0	narayana	narayana	auto
11571	10_78_a_1178	A	1.0	narayana	narayana	auto
11571	10_78_a_1179	A	1.0	narayana	narayana	auto
11571	10_78_a_1180	A	1.0	narayana	narayana	auto
11571	10_78_b_1181	A	1.0	narayana	narayana	auto
11571	10_78_b_1182	A	1.0	narayana	narayana	auto
11571	10_78_b_1183	A	1.0	narayana	narayana	auto
11571	10_78_b_1184	A	1.0	narayana	narayana	auto
11571	10_78_b_1185	A	1.0	narayana	narayana	auto
11571	10_78_b_1186	A	1.0	narayana	narayana	auto
11571	10_78_b_1187	A	1.0	narayana	narayana	auto
11571	10_79_a_1188	A	1.0	narayana	narayana	auto
11571	10_79_a_1189	A	1.0	narayana	narayana	auto
11571	10_79_a_1190	A	1.0	narayana	narayana	auto
11571	10_79_a_1191	A	1.0	narayana	narayana	auto
11571	10_79_a_1192	A	1.0	narayana	narayana	auto
11571	10_79_a_1193	A	1.0	narayana	narayana	auto
11571	10_79_a_1194	A	1.0	narayana	narayana	auto
11571	10_79_a_1195	A	1.0	narayana	narayana	auto
11571	10_79_a_1196	A	1.0	narayana	narayana	auto
11571	10_79_b_1197	A	1.0	narayana	narayana	auto
11571	10_79_b_1198	A	1.0	narayana	narayana	auto
11571	10_80_a_1199	A	1.0	narayana	narayana	auto
11571	10_80_a_1200	A	1.0	narayana	narayana	auto
11571	10_80_a_1201	A	1.0	narayana	narayana	auto
11571	10_80_a_1202	A	1.0	narayana	narayana	auto
11571	10_80_a_1203	A	1.0	narayana	narayana	auto
11571	10_80_a_1204	A	1.0	narayana	narayana	auto
11571	10_80_b_1205	A	1.0	narayana	narayana	auto
11571	10_80_b_1206	A	1.0	narayana	narayana	auto
11571	10_80_b_1207	A	1.0	narayana	narayana	auto
11571	10_80_b_1208	A	1.0	narayana	narayana	auto
11571	10_80_b_1209	A	1.0	narayana	narayana	auto
11571	10_80_b_1210	A	1.0	narayana	narayana	auto
11571	10_80_b_1211	A	1.0	narayana	narayana	auto
11571	10_81_a_1213	A	1.0	narayana	narayana	auto
11571	10_81_a_1214	A	1.0	narayana	narayana	auto
11571	10_81_a_1215	A	1.0	narayana	narayana	auto
11571	10_81_a_1216	A	1.0	narayana	narayana	auto
11571	10_81_a_1217	A	1.0	narayana	narayana	auto
11571	10_81_b_1218	A	1.0	narayana	narayana	auto
11571	10_81_b_1219	A	1.0	narayana	narayana	auto
11571	10_81_b_1220	A	1.0	narayana	narayana	auto
11571	10_81_b_1221	A	1.0	narayana	narayana	auto
11571	10_81_b_1222	A	1.0	narayana	narayana	auto
11571	10_81_b_1223	A	1.0	narayana	narayana	auto
11571	10_81_b_1224	A	1.0	narayana	narayana	auto
11571	10_81_b_1225	A	1.0	narayana	narayana	auto
11571	10_81_b_1226	A	1.0	narayana	narayana	auto
11571	10_82_a_1227	A	1.0	narayana	narayana	auto
11571	10_82_a_1228	A	1.0	narayana	narayana	auto
11571	10_82_a_1229	A	1.0	narayana	narayana	auto
11571	10_82_a_1231	A	1.0	narayana	narayana	auto
11571	10_82_a_1232	A	1.0	narayana	narayana	auto
11571	10_82_b_1234	A	1.0	narayana	narayana	auto
11571	10_82_b_1235	A	1.0	narayana	narayana	auto
11571	10_82_b_1236	A	1.0	narayana	narayana	auto
11571	10_82_b_1238	A	1.0	narayana	narayana	auto
11571	10_82_b_1239	A	1.0	narayana	narayana	auto
11571	10_82_b_1240	A	1.0	narayana	narayana	auto
11571	10_82_b_1241	A	1.0	narayana	narayana	auto
11571	10_82_b_1242	A	1.0	narayana	narayana	auto
11571	10_82_b_1243	A	1.0	narayana	narayana	auto
11571	10_82_b_1244	A	1.0	narayana	narayana	auto
11571	10_82_b_1245	A	1.0	narayana	narayana	auto
11571	10_83_a_1246	A	1.0	narayana	narayana	auto
11571	10_83_a_1247	A	1.0	narayana	narayana	auto
11571	10_83_a_1248	A	1.0	narayana	narayana	auto
11571	10_83_a_1249	A	1.0	narayana	narayana	auto
11571	10_83_a_1250	A	1.0	narayana	narayana	auto
11571	10_83_a_1251	A	1.0	narayana	narayana	auto
11571	10_83_a_1252	A	1.0	narayana	narayana	auto
11571	10_83_a_1253	A	1.0	narayana	narayana	auto
11571	10_83_b_1254	A	1.0	narayana	narayana	auto
11571	10_83_b_1255	A	1.0	narayana	narayana	auto
11571	10_83_b_1257	A	1.0	narayana	narayana	auto
11571	10_83_b_1258	A	1.0	narayana	narayana	auto
11571	10_83_b_1259	A	1.0	narayana	narayana	auto
11571	10_83_b_1260	A	1.0	narayana	narayana	auto
11571	10_83_b_1261	A	1.0	narayana	narayana	auto
11571	10_84_a_1262	A	1.0	narayana	narayana	auto
11571	10_84_a_1263	A	1.0	narayana	narayana	auto
11571	10_84_a_1264	A	1.0	narayana	narayana	auto
11571	10_84_a_1265	A	1.0	narayana	narayana	auto
11571	10_84_a_1266	A	1.0	narayana	narayana	auto
11571	10_84_a_1267	A	1.0	narayana	narayana	auto
11571	10_84_a_1268	A	1.0	narayana	narayana	auto
11571	10_84_a_1269	A	1.0	narayana	narayana	auto
11571	10_84_a_1270	A	1.0	narayana	narayana	auto
11571	10_84_b_1272	A	1.0	narayana	narayana	auto
11571	10_84_b_1273	A	1.0	narayana	narayana	auto
11571	10_84_b_1277	A	1.0	narayana	narayana	auto
11571	10_84_b_1278	A	1.0	narayana	narayana	auto
11571	10_84_b_1279	A	1.0	narayana	narayana	auto
11571	10_85_a_1280	A	1.0	narayana	narayana	auto
11571	10_85_a_1281	A	1.0	narayana	narayana	auto
11571	10_85_a_1282	A	1.0	narayana	narayana	auto
11571	10_85_a_1283	A	1.0	narayana	narayana	auto
11571	10_85_a_1284	A	1.0	narayana	narayana	auto
11571	10_85_a_1285	A	1.0	narayana	narayana	auto
11571	10_85_a_1286	A	1.0	narayana	narayana	auto
11571	10_85_a_1287	A	1.0	narayana	narayana	auto
11571	10_85_b_1288	A	1.0	narayana	narayana	auto
11571	10_85_b_1289	A	1.0	narayana	narayana	auto
11571	10_85_b_1290	A	1.0	narayana	narayana	auto
11571	10_85_b_1291	A	1.0	narayana	narayana	auto
11571	10_85_b_1292	A	1.0	narayana	narayana	auto
11571	10_85_b_1293	A	1.0	narayana	narayana	auto
11571	10_85_b_1294	A	1.0	narayana	narayana	auto
11571	10_85_b_1295	A	1.0	narayana	narayana	auto
11571	10_85_b_1296	A	1.0	narayana	narayana	auto
11571	10_85_b_1297	A	1.0	narayana	narayana	auto
11571	10_85_b_1298	A	1.0	narayana	narayana	auto
11571	10_85_b_1299	A	1.0	narayana	narayana	auto
11571	10_86_a_1300	A	1.0	narayana	narayana	auto
11571	10_86_a_1301	A	1.0	narayana	narayana	auto
11571	10_86_a_1302	A	1.0	narayana	narayana	auto
11571	10_86_a_1303	A	1.0	narayana	narayana	auto
11571	10_86_a_1304	A	1.0	narayana	narayana	auto
11571	10_86_a_1305	A	1.0	narayana	narayana	auto
11571	10_86_a_1306	A	1.0	narayana	narayana	auto
11571	10_86_a_1307	A	1.0	narayana	narayana	auto
11571	10_86_a_1308	A	1.0	narayana	narayana	auto
11571	10_86_b_1309	A	1.0	narayana	narayana	auto
11571	10_86_b_1310	A	1.0	narayana	narayana	auto
11571	10_86_b_1311	A	1.0	narayana	narayana	auto
11571	10_86_b_1312	A	1.0	narayana	narayana	auto
11571	10_86_b_1313	A	1.0	narayana	narayana	auto
11571	10_86_b_1314	A	1.0	narayana	narayana	auto
11571	10_86_b_1315	A	1.0	narayana	narayana	auto
11571	10_86_b_1316	A	1.0	narayana	narayana	auto
11571	10_86_b_1317	A	1.0	narayana	narayana	auto
11571	10_86_b_1318	A	1.0	narayana	narayana	auto
11571	10_87_a_1319	A	1.0	narayana	narayana	auto
11571	10_87_a_1320	A	1.0	narayana	narayana	auto
11571	10_87_a_1321	A	1.0	narayana	narayana	auto
11571	10_87_a_1322	A	1.0	narayana	narayana	auto
11571	10_87_a_1323	A	1.0	narayana	narayana	auto
11571	10_87_a_1325	A	1.0	narayana	narayana	auto
11571	10_87_a_1326	A	1.0	narayana	narayana	auto
11571	10_87_a_1327	A	1.0	narayana	narayana	auto
11571	10_87_b_1328	A	1.0	narayana	narayana	auto
11571	10_87_b_1329	A	1.0	narayana	narayana	auto
11571	10_87_b_1330	A	1.0	narayana	narayana	auto
11571	10_87_b_1331	A	1.0	narayana	narayana	auto
11571	10_87_b_1332	A	1.0	narayana	narayana	auto
11571	10_87_b_1333	A	1.0	narayana	narayana	auto
11571	10_87_b_1334	A	1.0	narayana	narayana	auto
11571	10_88_a_1335	A	1.0	narayana	narayana	auto
11571	10_88_a_1336	A	1.0	narayana	narayana	auto
11571	10_88_a_1337	A	1.0	narayana	narayana	auto
11571	10_88_a_1338	A	1.0	narayana	narayana	auto
11571	10_88_a_1339	A	1.0	narayana	narayana	auto
11571	10_88_a_1340	A	1.0	narayana	narayana	auto
11571	10_88_a_1341	A	1.0	narayana	narayana	auto
11571	10_88_a_1342	A	1.0	narayana	narayana	auto
11571	10_88_a_1343	A	1.0	narayana	narayana	auto
11571	10_88_a_1344	A	1.0	narayana	narayana	auto
11571	10_88_a_1345	A	1.0	narayana	narayana	auto
11571	10_88_b_1346	A	1.0	narayana	narayana	auto
11571	10_88_b_1347	A	1.0	narayana	narayana	auto
11571	10_88_b_1348	A	1.0	narayana	narayana	auto
11571	10_88_b_1349	A	1.0	narayana	narayana	auto
11571	10_88_b_1350	A	1.0	narayana	narayana	auto
11571	10_88_b_1351	A	1.0	narayana	narayana	auto
11571	10_88_b_1352	A	1.0	narayana	narayana	auto
11571	10_88_b_1353	A	1.0	narayana	narayana	auto
11571	10_88_b_1354	A	1.0	narayana	narayana	auto
11571	10_88_b_1355	A	1.0	narayana	narayana	auto
11571	10_88_b_1356	A	1.0	narayana	narayana	auto
11571	10_88_b_1357	A	1.0	narayana	narayana	auto
11571	10_89_a_1358	A	1.0	narayana	narayana	auto
11571	10_89_a_1359	A	1.0	narayana	narayana	auto
11571	10_89_a_1360	A	1.0	narayana	narayana	auto
11571	10_89_a_1361	A	1.0	narayana	narayana	auto
11571	10_89_a_1362	A	1.0	narayana	narayana	auto
11571	10_89_a_1363	A	1.0	narayana	narayana	auto
11571	10_89_a_1364	A	1.0	narayana	narayana	auto
11571	10_89_b_1365	A	1.0	narayana	narayana	auto
11571	10_89_b_1366	A	1.0	narayana	narayana	auto
11571	10_89_b_1367	A	1.0	narayana	narayana	auto
11571	10_89_b_1368	A	1.0	narayana	narayana	auto
11571	10_89_b_1369	A	1.0	narayana	narayana	auto
11571	10_90_a_1370	A	1.0	narayana	narayana	auto
11571	10_90_a_1372	A	1.0	narayana	narayana	auto
11571	10_90_a_1373	A	1.0	narayana	narayana	auto
11571	10_90_a_1374	A	1.0	narayana	narayana	auto
11571	10_90_a_1375	A	1.0	narayana	narayana	auto
11571	10_90_a_1376	A	1.0	narayana	narayana	auto
11571	10_90_a_1377	A	1.0	narayana	narayana	auto
11571	10_90_a_1378	A	1.0	narayana	narayana	auto
11571	10_90_a_1379	A	1.0	narayana	narayana	auto
11571	10_90_b_1380	A	1.0	narayana	narayana	auto
11571	10_90_b_1381	A	1.0	narayana	narayana	auto
11571	10_90_b_1382	A	1.0	narayana	narayana	auto
11571	10_90_b_1383	A	1.0	narayana	narayana	auto
11571	10_90_b_1384	A	1.0	narayana	narayana	auto
11571	10_90_b_1385	A	1.0	narayana	narayana	auto
11571	10_90_b_1386	A	1.0	narayana	narayana	auto
11571	10_90_b_1387	A	1.0	narayana	narayana	auto
11571	10_90_b_1388	A	1.0	narayana	narayana	auto
11571	10_90_b_1389	A	1.0	narayana	narayana	auto
11571	10_90_b_1390	A	1.0	narayana	narayana	auto
11571	10_91_a_1391	A	1.0	narayana	narayana	auto
11571	10_91_a_1392	A	1.0	narayana	narayana	auto
11571	10_91_a_1393	A	1.0	narayana	narayana	auto
11571	10_91_a_1394	A	1.0	narayana	narayana	auto
11571	10_91_a_1395	A	1.0	narayana	narayana	auto
11571	10_91_a_1396	A	1.0	narayana	narayana	auto
11571	10_91_a_1397	A	1.0	narayana	narayana	auto
11571	10_91_a_1398	A	1.0	narayana	narayana	auto
11571	10_91_a_1399	A	1.0	narayana	narayana	auto
11571	10_91_a_1400	A	1.0	narayana	narayana	auto
11571	10_91_a_1401	A	1.0	narayana	narayana	auto
11571	10_91_b_1402	A	1.0	narayana	narayana	auto
11571	10_91_b_1403	A	1.0	narayana	narayana	auto
11571	10_91_b_1404	A	1.0	narayana	narayana	auto
11571	10_91_b_1405	A	1.0	narayana	narayana	auto
11571	10_91_b_1406	A	1.0	narayana	narayana	auto
11571	10_91_b_1407	A	1.0	narayana	narayana	auto
